comment,score,en
มีโอกาสได้ไปหาหมอที่โรงพยาบาลจุฬาลงกรณ์ค่ะ คุณหมอเก่งมีประสบการณ์ มีความเชี่ยวชาญ สงสัยอะไรสอบถามคุณหมอได้หมดค่ะ มีการบริการที่ดี ใส่ใจผู้ป่วย ลดความเครียดและตระหนกได้เป็นอย่างดี แต่คิวยาวมากเช่นเดียวกันค่ะ ต้องรอระยะนึง เนื่องจากไม่ได้เป็นหนักมาก หรือฉุกเฉิน โดยรวมถือว่าโอเค ได้รับข้อมูลที่ต้องการ,4,"Have the opportunity to see a doctor at King Chulalongkorn Memorial Hospital Dr. Keng is experienced. Expert Any questions? Can you ask the doctor? There is good service, paying attention to patients, reducing stress and frightening as well. But the queue is very long as well Have to wait for a while Since it is not very heavy or the overall emergency is considered ok Get the information they need"
ตรวจดีมากๆค่ะคุณหมอละเอียด พยาบาลก็ดีดูแลคนไข้ดีค่ะใกล้บ้านไปง่ายกลับง่ายสะดวกมากๆเลยค่ะ รับยาก็ไม่นานมากพอรอไหวไปตรวจภายในมา บอกละเอียดหมดเลยค่ะชอบมากอยากไปตรวจทุกปี บอกตั้งแต่หัวจรดเท้าเลย ภายในเราเป็นยังไงบ้างละเอียดมากค่ะอยากให้ทุกคนลองไปใช้บริการโรงพยาบาลจุฬาลงกรณ์ดูนะคะ เพื่อเป็นประโยชน์ของทุกคน ดีมากจริงๆค่ะแนะนำเลย,5,"Very good check. Doctor detailed. The nurses are also good, take good care of patients, close to home, easy to return, very convenient. Receiving the drug was not long enough to wait for the internal examination. All told in detail. I like it. I want to go to check every year. Tell from head to toe How are we inside? Very detailed. I want everyone to try the service at King Chulalongkorn Memorial Hospital. For the benefit of everyone Really good. Recommend"
ไปฝังยาคุมที่โรงพยาบาลจุฬามาค่ะเดินทางสะดวกอยู่ติดbtsและmrt บริการรวดเร็วมีความเป็นกันเองมากค่ะสำหรับบุคคลที่อายุไม่เกิน20ปีฝังฟรีค่ะจ่ายแค่ค่าตรวจภายใน300บาท นักศึกษามาจากต่างจังหวัดก็สามารถฝังได้ค่ะสามารถปรึกษานักสังคมสงเคราะห์ที่แผนกสุตินรีเวชได้ค่ะแต่ถ้าไม่เคยทำบัตรควรมารอคิวตั้งแต่เช้าเพราะใช้เวลาทำค่อนข้างนานค่ะ,5,"Went to bury the birth control pills at Chula Hospital. Conveniently located next to bts and mrt. Fast service, very friendly. For those who are under 20 years, buried free of charge. Only pay for the examination within 300 baht Students from other provinces are able to bury. They can consult a social worker at the Department of Gynecology, but if you have never done a card, you should wait in the morning since it takes quite a long time to do."
"ที่โรงพยาบาลจุฬาฯรู้สึกประทับใจจากเจ้าหน้าที่เวชระเบียน พี่พยาบาล และคุณหมอ ดูแลดีมาก บริการเป็นกันเอง ใจดี ให้คำแนะนำช่วยเหลืออย่างดี ประทับใจมาก
บริเวณสถานที่สะอาด น่าอยู่ค่ะฮ่าๆ คุณหมอมือเบาดีค่ะ.เวลาฉีดยา ไม่ค่อยรู้สึกเจ็บเท่าไหร่ ได้ยามาเยอะมากเหมือนกัน เภสัชเขาแนะนำการกินยาที่ถูกต้อง คนเยอะไปหน่อย แต่บริการประทับใจ พยาบาลอาจมีดุบ้าง แต่เขาทำตามหน้าที่ เข้าใจค่ะ ฮ่าๆๆ",5,"At Chulalongkorn Memorial Hospital, I was impressed by the medical records staff, the nurses and the doctors were very good, friendly service, kind and provided good advice and were very impressed.
Clean place area Lol The doctor is gentle. When injecting it Not feeling very sore Get a lot of medicine as well Pharmacy. He recommends taking the right medicine. Too many people But the service is impressive Nurses may have some looks. But he does what he understands. Hahaha"
พอดีพาคุณแม่มาตรวจสุขภาพประจำปี ในการตรวจแต่ละแผนก ทั้งเจาะเลือด เอ็กซเรย์ รอคิวไม่นาน เจ้าหน้าที่ทำงานอย่างเป็นระบบ ส่วนการเดินทางมาโรงพยาบาลก็ง่าย เดินทางสะดวก อยู่ใกล้ทั้ง รถไฟฟ้า และ รถไฟฟ้าใต้ดิน ลงจากรถไฟฟ้า สถานีศาลาแดง ก็มีทางเชื่อมมาถึงตึก ภปร.เลย แต่ถ้ามารถยนต์ส่วนตัว อาจจะลำบากไปนิดหน่อยเพราะรถติด ส่วนการบริการเจ้าหน้าที่และแพทย์ พูดจาดี อัธยาศัยดี ทั้งเจ้าหน้าที่ในห้องลงทะเบียน ก็มีอัธยาศัยดี ไม่มีหงุดหงิดอารมณ์เสียใส่เลย ประทับใจมากค่ะ,4,"Just take the mother to have an annual health check In each department Including X-ray blood collection, waiting in queue shortly. Staff work systematically As for getting to the hospital, it's easy to get to, close to both the sky train and the subway. Getting off from the Sala Daeng BTS station, there is a connecting way to the Phor Por Ror Building. May be a little difficult because of traffic jams As for the service, the staff and the doctors spoke good-natured, both staff members in the registration room. Good-natured No frustration, upset at all Very impressive"
โรงพยาบาลมีเครื่องมือครบครัน สะดวกสบาย มีการจัดคิวได้รวดเร็ว ผมเป็นคนไข้ที่โรงพยาบาลระยองส่งตัวมารักษาโดยใช้สิทธิ 30 บาทในการรักษา ทางโรงพยาบาลได้มีการรักษาอย่างดี และพยาบาลดูแลดีทุกคน มีการชี้แนะนำขั้นตอน เพราะผมไปเป็นคนไข้ใหม่ ซึ่งไม่รู้ขั้นตอนอะไรเรย ทางพยาบาลก็แนะนำอย่างดี การเข้าคิวหาหมอตอนแรกนึกว่าจะช้าอย่างที่เคยไป แต่เข้าหาหมอได้ไวมาก,4,"The hospital is fully equipped and convenient, with fast queuing. I am a patient at Rayong Hospital. I sent for treatment by using the right of 30 baht to treat. The hospital has good treatment. And every nurse takes good care With guidance on procedures Because I was going to be a new patient Which do not know what step? The nurse also recommended it well. Queuing for a doctor at first thought that it would be as slow as before. But very quickly approached the doctor"
อยู่ตนงข้ามสวนลุมพินี มารถไฟฟ้าหรือรถเมล์ก็สะดวกดี ส่วนตัวเคยไปใช้บริการตรวจสุขภาพไปต่างประเทศเมื่อหลายปีก่อน เจ้าหน้าที่ พยาบาล หมอ ทุกคนพูดจาดี บริการดี แต่ตอนลงทะเบียนผู้ป่วยใหม่ จะงงๆนิดหน่อย คนไข้เยอะ ต้องบริการตนเองเป็นส่วนใหญ่ รอคิวตรวจค่อนข้างนาน ปัจจุบันไม่แน่ใจว่ามีการปรับปรุงเปลี่ยนแปลงบ้างหรือยัง,3,"Staying at the Lumpini Park It's convenient to come to the sky train or bus. Personally, I used to go to the health check-up service many years ago, all the staff, nurses, doctors spoke good, good service, but when registering new patients. A little confused, many patients have to self-service most Waiting for the examination queue for quite a long time Currently not sure if there are any improvements or changes."
มีโอกาศได้เข้ารับการรักษาที่โรงพยาบาลจุฬาลงกรณ์ สภากาชาดไทย โดยได้เข้ารับการตรวจเเผนกหู คอ จมูก ทั่วไปกับอาจารย์เเพทย์ ประทับใจทุกขั้นตอนการให้บริการของโรงพยาบาลจุฬาลงกรณ์ เเพทย์ พยาบาล อาสาสมัคร เจ้าหน้าที่ประชาสัมพันธ์ พร้อมให้คำเเนะนำ สอบถามข้อสัย เเม้จะเป้นคลินิกนอกเวลาราชการผู้ป่วยก้ต้องเข้าคิวรอเป็นจำนวนมาก การเดินทางสะดวกทั้งรถเมย์ประจำทาง รถไฟฟ้าbts สังกัดโรงพยาบาลรัฐ บริการดีเหมือนเอกชน,5,"Mee had a chance to be admitted to the Chulalongkorn Hospital, the Thai Red Cross Society, undergoing general auditory and ear examination with Teacher Phat. Impressed with every step of the service provided by King Chulalongkorn Memorial Hospital, volunteer nurses, public relations officers Ready to give advice, ask questions, even if it's a clinic outside office hours, patients have to queue up a lot. Convenient transportation, both May bus and BTS bts under the government hospital. Good service like private"
ได้มีโอกาสไปพบหมอมา 2 คลินิก คือ คลินิกผิวหนัง กับคลินิกนารีเวช ประทับใจทุกขั้นตอนการบริการของบุคลากรที่นี่มากๆค่ะ ไม่ว่าจะถาม หรือสงสัย ในส่วนใหน บุคลากรทุกท่านตอบด้วยความเต็มใจ ยิ้มแย้ม ยิ่งหมอนี่ประทับใจมาก ตรวจละเอียด ถามจนกว่าจะแน่ใจว่าคนไข้เป็นอะไรมา ไม่ใช่ถามแบบรีบถามรีบสรุป เหมือนหลายๆโรงพยาบาลที่เคยไปมา คือเข้าพบหมอประมาณเกือบๆครึ่งชั่วโมงเลยค่ะ นั่งซักถามอาการของเราอย่างละเอียด เพิ่งจะเคยเจอที่นี่แหละค่ะ ที่หมอคุยกับคนไข้นานๆ เจอที่ รพ.ประจำที่เคยไป 5 นาที ออกละ หมอรีบไปใหน,5,"Have the opportunity to see a doctor, 2 clinics, which are skin clinics With the medical clinic Impressed with every step of the service of the staff here. Regardless of the question or question in the part, all the staff responded with great smiles. The doctor was very impressed with the details and asked until he was sure what the patient was. Not asking in a hurry Like many hospitals that have been to Meaning he went to see a doctor for about half an hour. Sitting and asking about our symptoms in detail Just found it here. The doctor talked to the patient for a long time. Found at the hospital that had been 5 minutes away."
"รักษาหลายโรคมากที่นี่ แำทย์ให้เวลากับคนไข้ เก่งและมีความสามารถมาก
แต่คนไข้เยอะมากๆๆทำให้ต้องรอนาน แม้แต่คลินิกพิเศษก็ยังคนเยอะ
แต่คุณหมอพูดดี เอาใจใส่ดี ให้ความสำคัญในการรักษา พยาบาลก็เช่นกัน

เรารักษาที่นี่มาโดยตลอด ราคาก็ไม่ได้แพงขนาดรับไม่ได้ แลกกับยาและการรักษาที่ได้รับ แต่อยากให้จัดระบบให้รวดเร็วกว่านี้ค่ะ",4,"Cure many diseases here. However, he gave the patient time. Good and very talented
But a lot of patients have to wait a long time Even the special clinic is still a lot of people.
But the doctor speaks well, cares, gives importance to treatment. Nurse too

We have always maintained this place. The price is not expensive, not acceptable size. In exchange for medication and treatment received But want to arrange the system faster"
มีระบบการจองคิวที่ดีค่ะ พยาบาลจะคอยแนะนำ ในครั้งแรกที่ไปทำประวัติ และแนะนำให้ไปคลินิคธรรมดาหากไม่ต้องการเสียค่าพบหมอแพง และคุณหมอพูดดีมากๆค่ะ ใจดี การให้บริการระหว่างรอคิวดี แต่อาจจะต้องรอคิวนานหน่อยควรไปตั้งแต่ตีห้าครึ่งเพื่อที่จะได้รับคิวและเพื่อให้ทันในการพบหมอ และคุณพยาบาลที่ทำการเรียกคิวมีการแนะนำว่าหากไม่ต้องการรอคิวนาน ให้ไปทำเรื่องที่ห้องฉุกเฉิน สำหรับผู้ที่ไม่สบาย ปวดหัวตัวร้อน ที่ไม่ต้องการรอคิวนาน,4,"Have a good queue reservation system Nurses will advise In the first time going to do history And recommend going to a regular clinic if you don't want to pay expensive doctor fees And the doctor spoke very well. Kind. Service during the queue is good. But may have to wait a long time, should go since 5:30 in order to receive the queue and to keep up with the doctor. And the nurse who calls the queue is advised that if you don't want to wait in a long time To do something in the emergency room For those who are not comfortable Headache That doesn't want to wait in a long queue"
รพ. มีระบบการจองคิว และจัดระเบียนคนไข้ดีมาก ฝากครรภ์กับ รพ.จุฬา คุณหมอใส่ใจและ ให้ข้อมมูลการดูแลรักษาและการตรวจฝากครรภ์ ที่เป็นประโชยน์ กับคนไข้ เข้าใจง่าย ทำให้คนไข้มีทางเลือกในการเข้ารับการรักษาและดูแลลูกน้อยอย่างเข้าใจและถูกต้อง เลือกไม่ผิดที่ไว้ใจและฝากลูกน้อยไว้กับการคลอดที่โรงพยาบาลนี้ คุณแม่ท่านใด กำลังคิดจะฝากท้องและคลอดแนะนำที่ รพ.จุฬเลยค่ะ มีทั้งแบบฝากวันธรรมดา และช่วงเลาเย็นหลังเลิกงาน หรือสามารถมาฝากครรภ์ในวันเสาร์อาทิตย์ได้ด้วยค่ะ,4,"The hospital has a queue reservation system. And the patient records are very good. Antenatal care with Chula Hospital Providing care and prenatal care information That is friendly to the patient, giving patients the option of receiving and caring for the baby with understanding and accuracy Choose not to trust and leave the baby to give birth at this hospital. Any mother is thinking of getting a pregnancy and giving birth at Chula Hospital, there are both on a weekday. And during the evening after work Or can come to the antenatal clinic on the weekends too"
"ประทับใจหมอและพยาบาลพูดจาดี รู้สึกไม่เหมือนกับโรงพยาบาลรัฐบาลที่อื่น นอกจากคุณหมอจะเก่งและมีความเชี่ยวชาญแล้วยังมีคุณสมบัติอื่นๆที่ดีและน่าประทับใจ คิดไม่ผิดเลยค่ะที่เลือกมาใช้บริการที่นี่
ประทับใจหมอและพยาบาลพูดจาดี รู้สึกไม่เหมือนกับโรงพยาบาลรัฐบาลที่อื่น นอกจากคุณหมอจะเก่งและมีความเชี่ยวชาญแล้วยังมีคุณสมบัติอื่นๆที่ดีและน่าประทับใจ คิดไม่ผิดเลยค่ะที่เลือกมาใช้บริการที่นี่",5,"Impressed by doctors and nurses speaking well. Felt not like other government hospitals In addition to being a skilled and skilled doctor, there are other good and impressive qualities. I think it's not wrong to choose to use the service here.
Impressed by doctors and nurses speaking well. Felt not like other government hospitals In addition to being a skilled and skilled doctor, there are other good and impressive qualities. I think it's not wrong to choose to use the service here."
คุณหมอที่นี่เก่งมากค่ะ ผ่าตัดไตคุณพ่อออกทั้งสองข้าง มีความชำนาญมาก ซึ่งปกติแล้วเคสของคุณพ่อจะยากมากๆ แต่คุณหมอก็ทำได้สำเร็จ พยาบาลก็ดีค่ะ แต่บางคนก็พูดจาห้วน ตะโกนใส่พ่อเราบ้าง คือตอนนั้นแกเหมือนจะเมายามอร์ฟีน แกก็ตอบไม่ค่อยรู้เรื่อง ก็น่าจะพูดจากับแกดีๆหน่อย ติตรงนี้ที่เดียวค่ะ เรื่องพยาบาลบางคน นอกนั้นดีค่ะ ตึกพยาบาลก็ใหม่ สะอาด และสะดวกดีค่ะ,5,"The doctor here is very good. Father's kidney surgery on both sides Very skilled Which is usually the case of Father is very difficult But the doctor did it successfully The nurse is good. But some people talk curtly Yelled at our father At that time he seemed to be morphine. You did not know much about it. Should be able to talk to you well Right here. One place. About some nurses, the rest is good. The nursing building is new, clean and convenient."
โรงพยาบาลจุฬาฯคือสุดยอดผู้เชี่ยวชาญในเรื่องโรคหัวใจ เด็กเล็กเด็กอ่อนแค่ไหนก็สามารถผ่าตัดช่วยได้ ขอบคุณที่ช่วยชีวิตลูกชาย ให้เราได้ลูกชายที่แข็งแรงกลับมา ขอบคุณจากใจค่ะ,5,Chula Hospital is the best specialist in heart disease. Small children and young children can help with surgery. Thank you for saving my son's life. For us to have a healthy son back Thank you from the heart
ไปหาหมอแล้วเจอเจ้าหน้าที่บริการดีรุ้สึกดีมากคั,5,Went to the doctor and found the service personnel.
จากการเข้ารับการรักษาพยาบาลและคุณหมอที่ห้องผ่าตัดใจดีมากค่ะ ให้กำลังใจด้วย,4,From the medical treatment and the doctors at the operating room were very kind. Give me encouragement
พยาบาลพูดจาไพเราะ เข้าใจง่าย,5,The nurses spoke eloquently and were easy to understand.
เป็นการรักษาที่มีประสิทธิ์ภาพ ถึงช้าก็รอได้,5,Is a powerful treatment Can wait until late
หมอเจ้าหน้าที่ ยินดีให้คำแนะนำ,5,Doctor officer Happy to advise
ทีมแพทย์แนวหน้า มีแพทย์เฉพาะทางหลากหลายและรองรับผู้ป่วยเคสยากๆได้อย่างมีประสิทธิภาพ,5,Medical team There are many specialized doctors and can support difficult cases effectively.
คนเยอะ เนื่องจากเป็นโรงพยาบาลของรัฐ รอคิวนานมากค่ะ กว่าจะได้พบหมอ ค่ารักษาถูก ใช้สิทธิ30บาทรักษาทุกโรค พญาบาลใจดีค่ะ ชอบการอธิบายก่อนจะทำอะไร เช่น ก่อนฉีดยา เขาจะมาบอกก่อนว่าจะทำอะไรบ้าง ดีค่ะ แต่คนเยอะจริงๆ,3,"A lot of people because it is a public hospital Waiting for a long time Until seeing a doctor, the cost of treatment is exercised for 30 baht to treat all diseases. Phayaban is kind. Like to explain before doing anything, such as before injecting, he will tell first what to do, but really many people"
เพิ่งผ่าตลอดลูกคนที่สองเมื่อเดือนตุลาคม 59 ค่ะ ตอนไปตรวจทุกเดือนไม่ค่อยชอบ เพราะรอนานมาก แต่ไปทุกครั้งก็รู้สึกว่าเจ้าหน้าที่ทุกคนตั้งใจทำงาน ยิ้มแย้มแจ่มใส ให้ข้อมูลดีมาก จนถึงตอนคลอดยิ่งประทับใจค่ะ พยาบาลเอาใจใส่คนไข้มาก เดินเช็คทั้งคืน ขอให้ช่วยก็ยิ้มแย้ม ไม่มีบ่นเลยค่ะ ไม่เหมือนรพ.เอกชนบางที่ ดึกๆต้องการความช่วยเหลือ กดกริ่งเรียกไปเหมือนเพิ่งตื่นนอน ไม่ยิ้มเลย แต่หมอและพยาบาลที่จุฬามารยาทดี ดูแลคนไข้ดีมากและที่สำคัญค่าใช้จ่ายไม่สูงเกินไป แต่ไม่สะดวกตรงที่ถ้าต้องการรูดบัตรเครดิตต้องมีค่าใช้จ่ายหนึ่งพันบาทขึ้นไปค่ะ,4,"Just cut through all the second child in October 2016. When checking every month, I don't like it Because of waiting a long time But every time I felt that all the staff were working hard Beaming Very good information Until the time of birth, even more impressive Nurses are very attentive to patients. Walk through the night Please help. No complain Unlike some private hospitals Late at night need help Ring the doorbell as if you just woke up and didn't smile at all, but the doctors and nurses at Chula have good manners. Very good patient care and most importantly, the cost is not too high. But inconvenient if swiping a credit card has to cost a thousand baht or more"
